RowId,Location
1,68.3699951171875
2,37.41869354248047
3,29.208919525146484
4,37.396514892578125
5,61.17810821533203
6,38.01128387451172
7,74.90945434570312
8,38.66157531738281
9,36.31519317626953
10,37.481746673583984
11,22.092533111572266
12,37.897586822509766
13,59.24900436401367
14,25.950136184692383
15,81.06217193603516
16,29.112773895263672
17,39.80878829956055
18,25.27200698852539
19,14.842836380004883
20,28.57964324951172
21,50.787418365478516
22,52.109397888183594
23,63.31710433959961
24,77.12529754638672
25,31.478113174438477
26,76.41697692871094
27,48.288177490234375
28,68.74944305419922
29,48.851890563964844
30,86.1355209350586
31,68.99925994873047
32,36.562068939208984
33,28.19107437133789
34,38.34777069091797
35,60.910526275634766
36,37.98870086669922
37,74.97518920898438
38,37.17892074584961
39,35.16801834106445
40,38.488746643066406
41,20.869205474853516
42,38.775672912597656
43,57.54368209838867
44,31.930267333984375
45,80.6192626953125
46,29.597606658935547
47,36.9051628112793
48,32.42544937133789
49,13.752825736999512
50,32.0922966003418
51,49.88174819946289
52,58.45061492919922
53,64.99968719482422
54,77.46756744384766
55,33.97806167602539
56,78.85758972167969
57,49.6981086730957
58,74.017822265625
59,50.62725830078125
60,89.54180908203125
61,67.74380493164062
62,36.38652420043945
63,31.3709716796875
64,39.035858154296875
65,60.88469696044922
66,37.660362243652344
67,73.22392272949219
68,36.541683197021484
69,37.75652313232422
70,39.08195495605469
71,25.34015655517578
72,39.806976318359375
73,57.72557067871094
74,30.812023162841797
75,78.13298797607422
76,28.99480628967285
77,39.796268463134766
78,32.318504333496094
79,18.636947631835938
80,33.60623550415039
81,51.69886779785156
82,57.06412887573242
83,65.43994903564453
84,75.5620346069336
85,37.81856155395508
86,77.57032775878906
87,51.7841682434082
88,71.81388854980469
89,52.28028106689453
90,85.84268951416016
91,67.71329498291016
92,38.540428161621094
93,31.339956283569336
94,40.9732780456543
95,60.1871337890625
96,39.775611877441406
97,73.99773406982422
98,39.16324996948242
99,37.896846771240234
100,40.87263870239258
101,24.715023040771484
102,41.76971435546875
103,56.630531311035156
104,30.468242645263672
105,79.0914077758789
106,30.778072357177734
107,39.37657165527344
108,31.804443359375
109,17.879974365234375
110,34.120662689208984
111,49.38682556152344
112,53.912296295166016
113,65.1084213256836
114,78.12513732910156
115,36.043426513671875
116,79.58736419677734
117,50.2674560546875
118,72.41944885253906
119,51.06381607055664
120,84.85621643066406
121,69.94061279296875
122,36.740882873535156
123,28.742862701416016
124,39.363739013671875
125,62.08330535888672
126,37.58175277709961
127,75.89978790283203
128,37.43151092529297
129,35.96665954589844
130,38.67558288574219
131,21.89488983154297
132,40.388492584228516
133,58.03253173828125
134,27.417858123779297
135,82.38062286376953
136,28.75420570373535
137,38.28276824951172
138,28.326322555541992
139,13.696959495544434
140,32.719970703125
141,50.69057846069336
142,53.826011657714844
143,66.49588012695312
144,77.55193328857422
145,35.92112731933594
146,79.40235137939453
147,51.13302230834961
148,69.94031524658203
149,52.073368072509766
150,89.72230529785156
151,69.7802734375
152,36.88534927368164
153,30.048236846923828
154,37.864410400390625
155,61.598236083984375
156,38.075233459472656
157,76.11542510986328
158,38.169654846191406
159,37.301509857177734
160,38.1944694519043
161,22.464799880981445
162,38.77534103393555
163,57.73526382446289
164,30.146394729614258
165,82.76879119873047
166,31.289827346801758
167,39.99198532104492
168,30.420732498168945
169,15.212945938110352
170,32.204586029052734
171,50.0113525390625
172,52.13521194458008
173,65.23279571533203
174,78.02448272705078
175,33.89836120605469
176,78.59795379638672
177,49.63834762573242
178,71.88304138183594
179,50.233421325683594
180,85.98590850830078
181,68.4974365234375
182,34.81428909301758
183,27.290895462036133
184,37.12594223022461
185,60.195335388183594
186,36.44232940673828
187,75.28426361083984
188,35.68891143798828
189,35.5582389831543
190,37.36704635620117
191,19.177331924438477
192,38.15103530883789
193,58.54027557373047
194,27.681137084960938
195,80.59286499023438
196,26.369016647338867
197,38.5667610168457
198,27.842588424682617
199,11.824586868286133
200,29.999126434326172
201,54.38130187988281
202,53.984466552734375
203,65.30313873291016
204,77.17701721191406
205,32.74007034301758
206,78.79837036132812
207,50.438385009765625
208,73.59493255615234
209,51.893043518066406
210,84.4951171875
211,70.17860412597656
212,36.388179779052734
213,31.021018981933594
214,38.046241760253906
215,62.38372802734375
216,37.83381271362305
217,75.42361450195312
218,37.154762268066406
219,37.59230041503906
220,38.49248504638672
221,24.144121170043945
222,38.97620391845703
223,59.47979736328125
224,31.202377319335938
225,81.0538330078125
226,29.908300399780273
227,39.735557556152344
228,31.957656860351562
229,17.266767501831055
230,32.487239837646484
231,52.80602264404297
232,55.073753356933594
233,65.9197998046875
234,75.77850341796875
235,36.134395599365234
236,76.9057388305664
237,51.359188079833984
238,71.30936431884766
239,52.58376693725586
240,85.49181365966797
241,66.30842590332031
242,38.94158935546875
243,31.47713851928711
244,38.64369201660156
245,59.41704559326172
246,39.9398193359375
247,72.69271850585938
248,39.82448196411133
249,37.83008575439453
250,39.33346939086914
251,24.55225372314453
252,38.816070556640625
253,56.74362564086914
254,31.242700576782227
255,78.5562515258789
256,32.77119445800781
257,41.36210250854492
258,30.844560623168945
259,17.708967208862305
260,31.757247924804688
261,49.254032135009766
262,57.85983657836914
263,61.728759765625
264,77.50633239746094
265,32.48989486694336
266,76.92599487304688
267,47.964508056640625
268,72.3006362915039
269,48.00777053833008
270,86.31723022460938
271,68.8388671875
272,36.12984848022461
273,30.740821838378906
274,36.719608306884766
275,61.42655563354492
276,37.01186752319336
277,75.03871154785156
278,36.84675979614258
279,37.8930549621582
280,37.07707977294922
281,23.724302291870117
282,37.5038948059082
283,58.846046447753906
284,27.43140411376953
285,81.37278747558594
286,28.96658706665039
287,40.99742889404297
288,27.58314323425293
289,16.40241050720215
290,29.87958526611328
291,51.338714599609375
292,54.26164627075195
293,64.39086151123047
294,74.07992553710938
295,34.37281036376953
296,74.23422241210938
297,49.911380767822266
298,68.46556854248047
299,50.416168212890625
300,83.04012298583984
301,70.54082489013672
302,38.750911712646484
303,31.2235050201416
304,37.54802322387695
305,63.06148147583008
306,39.52806854248047
307,76.05876922607422
308,40.247440338134766
309,37.77470397949219
310,38.24878692626953
311,24.47821044921875
312,38.16270446777344
313,59.98869323730469
314,31.182565689086914
315,82.78275299072266
316,33.40790939331055
317,41.548641204833984
318,30.260637283325195
319,17.49144172668457
320,30.720733642578125
321,51.01713180541992
322,52.35231018066406
323,62.12613296508789
324,80.5282211303711
325,34.721832275390625
326,79.26728057861328
327,49.16349792480469
328,71.78561401367188
329,49.62460708618164
330,87.9543685913086
331,67.10565948486328
332,37.795265197753906
333,32.28908157348633
334,38.826385498046875
335,59.96152114868164
336,39.33864974975586
337,73.2435531616211
338,38.84800338745117
339,38.77293395996094
340,39.47815704345703
341,25.23550033569336
342,39.579132080078125
343,56.933074951171875
344,31.2502498626709
345,79.0942611694336
346,32.02752685546875
347,42.69408416748047
348,31.49623680114746
349,18.178865432739258
350,33.05165100097656
351,51.710845947265625
352,57.55210494995117
353,62.04958724975586
354,79.67826843261719
355,36.411380767822266
356,80.05522155761719
357,50.16238021850586
358,74.85504913330078
359,50.75566482543945
360,84.98184204101562
361,67.7176284790039
362,36.50600051879883
363,30.427305221557617
364,36.77912521362305
365,61.05216979980469
366,37.33253479003906
367,73.33439636230469
368,36.717735290527344
369,36.33940124511719
370,36.84284591674805
371,23.94648551940918
372,35.962467193603516
373,58.46709442138672
374,30.418607711791992
375,78.81947326660156
376,28.61087989807129
377,39.13597869873047
378,30.33367919921875
379,17.44464111328125
380,28.361806869506836
381,49.391937255859375
382,62.42146682739258
383,61.84526062011719
384,78.3317642211914
385,34.62078857421875
